classifier,classification_type,feature,max_ROI,gentl_result_param,accuracy,f1_score,precision,sensitivity,specificity
logreg,cancer_invasion,dissimilarity,20,average_best_absolute_distance_results,41.54,39.73,41.16,40.72,37.0
logreg,cancer_stage,dissimilarity,20,average_best_absolute_distance_results,26.05,14.07,15.44,18.6,84.88
logreg,early_vs_late_stage,dissimilarity,20,average_best_absolute_distance_results,58.46,49.74,51.93,54.33,46.67
logreg,ptc_vs_mibc,dissimilarity,20,average_best_absolute_distance_results,59.17,58.81,59.35,59.17,60.0
logreg,cancer_invasion,dissimilarity,20,average_generation_absolute_distance_results,46.15,44.35,45.33,45.31,42.0
logreg,cancer_stage,dissimilarity,20,average_generation_absolute_distance_results,20.05,12.31,14.43,19.44,84.37
logreg,early_vs_late_stage,dissimilarity,20,average_generation_absolute_distance_results,63.08,54.99,56.9,57.33,46.67
logreg,ptc_vs_mibc,dissimilarity,20,average_generation_absolute_distance_results,55.25,53.53,53.98,54.52,45.71
logreg,cancer_invasion,dissimilarity,20,average_mean_absolute_distance_results,60.0,57.77,60.21,59.42,58.0
logreg,cancer_stage,dissimilarity,20,average_mean_absolute_distance_results,19.04,11.29,14.74,18.96,87.69
logreg,early_vs_late_stage,dissimilarity,20,average_mean_absolute_distance_results,66.15,55.67,58.47,57.0,40.0
logreg,ptc_vs_mibc,dissimilarity,20,average_mean_absolute_distance_results,50.0,49.75,50.7,50.65,57.14
logreg,cancer_invasion,dissimilarity,30,,69.23,66.94,75.14,70.42,75.0
logreg,cancer_stage,dissimilarity,30,,23.02,18.46,19.92,19.39,88.28
logreg,early_vs_late_stage,dissimilarity,30,,60.0,54.17,61.45,57.67,53.33
logreg,ptc_vs_mibc,dissimilarity,30,,54.08,52.38,54.04,54.01,48.57
logreg,cancer_invasion,dissimilarity,30,average_best_absolute_distance_results,58.46,52.37,52.9,56.0,52.0
logreg,cancer_stage,dissimilarity,30,average_best_absolute_distance_results,22.04,11.2,12.55,16.32,84.45
logreg,early_vs_late_stage,dissimilarity,30,average_best_absolute_distance_results,56.92,50.09,52.46,53.33,46.67
logreg,ptc_vs_mibc,dissimilarity,30,average_best_absolute_distance_results,63.17,62.35,64.84,63.37,62.86
logreg,cancer_invasion,dissimilarity,30,average_generation_absolute_distance_results,58.46,57.17,58.68,58.92,62.0
logreg,cancer_stage,dissimilarity,30,average_generation_absolute_distance_results,32.95,18.07,17.31,26.44,86.55
logreg,early_vs_late_stage,dissimilarity,30,average_generation_absolute_distance_results,56.92,50.09,52.46,53.33,46.67
logreg,ptc_vs_mibc,dissimilarity,30,average_generation_absolute_distance_results,60.5,60.3,61.09,60.91,65.71
logreg,cancer_invasion,dissimilarity,30,average_mean_absolute_distance_results,56.92,55.69,56.49,56.92,58.0
logreg,cancer_stage,dissimilarity,30,average_mean_absolute_distance_results,18.0,15.45,14.3,31.71,89.27
logreg,early_vs_late_stage,dissimilarity,30,average_mean_absolute_distance_results,61.54,53.75,55.05,56.33,46.67
logreg,ptc_vs_mibc,dissimilarity,30,average_mean_absolute_distance_results,46.08,45.16,46.39,46.73,54.29
logreg,cancer_invasion,dissimilarity,40,,69.23,66.94,75.14,70.42,75.0
logreg,cancer_stage,dissimilarity,40,,23.02,18.46,19.92,19.39,88.28
logreg,early_vs_late_stage,dissimilarity,40,,60.0,54.17,61.45,57.67,53.33
logreg,ptc_vs_mibc,dissimilarity,40,,54.08,52.38,54.04,54.01,48.57
logreg,cancer_invasion,dissimilarity,40,average_best_absolute_distance_results,52.31,51.14,54.79,53.22,57.0
logreg,cancer_stage,dissimilarity,40,average_best_absolute_distance_results,16.07,10.16,10.31,16.31,85.86
logreg,early_vs_late_stage,dissimilarity,40,average_best_absolute_distance_results,58.46,51.2,53.52,54.33,46.67
logreg,ptc_vs_mibc,dissimilarity,40,average_best_absolute_distance_results,52.58,51.83,53.38,53.19,60.0
logreg,cancer_invasion,dissimilarity,40,average_generation_absolute_distance_results,49.23,48.6,52.01,51.83,62.0
logreg,cancer_stage,dissimilarity,40,average_generation_absolute_distance_results,21.98,14.17,16.96,23.03,87.68
logreg,early_vs_late_stage,dissimilarity,40,average_generation_absolute_distance_results,63.08,54.86,56.11,57.33,46.67
logreg,ptc_vs_mibc,dissimilarity,40,average_generation_absolute_distance_results,63.08,62.58,63.27,62.78,60.0
logreg,cancer_invasion,dissimilarity,40,average_mean_absolute_distance_results,56.92,56.59,59.31,59.81,71.0
logreg,cancer_stage,dissimilarity,40,average_mean_absolute_distance_results,17.91,10.66,7.89,25.0,87.28
logreg,early_vs_late_stage,dissimilarity,40,average_mean_absolute_distance_results,61.54,54.98,56.4,58.67,53.33
logreg,ptc_vs_mibc,dissimilarity,40,average_mean_absolute_distance_results,50.0,49.01,50.49,50.48,54.29
logreg,cancer_invasion,dissimilarity,50,,69.23,66.94,75.14,70.42,75.0
logreg,cancer_stage,dissimilarity,50,,23.02,18.46,19.92,19.39,88.28
logreg,early_vs_late_stage,dissimilarity,50,,60.0,54.17,61.45,57.67,53.33
logreg,ptc_vs_mibc,dissimilarity,50,,54.08,52.38,54.04,54.01,48.57
logreg,cancer_invasion,dissimilarity,50,average_best_absolute_distance_results,49.23,48.3,52.83,51.19,61.0
logreg,cancer_stage,dissimilarity,50,average_best_absolute_distance_results,26.11,14.75,11.67,23.71,84.83
logreg,early_vs_late_stage,dissimilarity,50,average_best_absolute_distance_results,70.77,58.41,58.57,62.33,46.67
logreg,ptc_vs_mibc,dissimilarity,50,average_best_absolute_distance_results,61.83,59.46,67.33,61.9,57.14
logreg,cancer_invasion,dissimilarity,50,average_generation_absolute_distance_results,52.31,51.49,53.61,53.44,58.0
logreg,cancer_stage,dissimilarity,50,average_generation_absolute_distance_results,27.96,17.34,17.76,22.49,85.61
logreg,early_vs_late_stage,dissimilarity,50,average_generation_absolute_distance_results,64.62,57.33,59.3,60.67,53.33
logreg,ptc_vs_mibc,dissimilarity,50,average_generation_absolute_distance_results,64.42,63.81,64.94,64.03,60.0
logreg,cancer_invasion,dissimilarity,50,average_mean_absolute_distance_results,55.38,54.41,56.62,56.56,62.0
logreg,cancer_stage,dissimilarity,50,average_mean_absolute_distance_results,14.91,11.72,10.44,24.6,87.4
logreg,early_vs_late_stage,dissimilarity,50,average_mean_absolute_distance_results,64.62,54.05,54.68,58.33,46.67
logreg,ptc_vs_mibc,dissimilarity,50,average_mean_absolute_distance_results,55.33,52.89,57.05,55.65,57.14
logreg,cancer_invasion,correlation,10,,76.92,74.58,78.47,75.14,70.0
logreg,cancer_stage,correlation,10,,24.03,22.57,24.69,28.13,86.53
logreg,early_vs_late_stage,correlation,10,,70.77,56.76,56.53,62.33,46.67
logreg,ptc_vs_mibc,correlation,10,,56.75,56.07,57.63,56.73,54.29
logreg,cancer_invasion,correlation,10,average_best_absolute_distance_results,55.38,54.9,59.35,58.47,70.0
logreg,cancer_stage,correlation,10,average_best_absolute_distance_results,26.98,12.86,11.48,19.82,85.74
logreg,early_vs_late_stage,correlation,10,average_best_absolute_distance_results,47.69,45.96,53.19,54.33,66.67
logreg,ptc_vs_mibc,correlation,10,average_best_absolute_distance_results,56.58,55.54,56.93,55.95,48.57
logreg,cancer_invasion,correlation,10,average_generation_absolute_distance_results,64.62,62.62,63.71,63.92,62.0
logreg,cancer_stage,correlation,10,average_generation_absolute_distance_results,30.96,17.8,15.73,26.21,86.52
logreg,early_vs_late_stage,correlation,10,average_generation_absolute_distance_results,49.23,46.5,54.29,55.33,66.67
logreg,ptc_vs_mibc,correlation,10,average_generation_absolute_distance_results,60.42,60.15,60.71,60.6,62.86
logreg,cancer_invasion,correlation,10,average_mean_absolute_distance_results,58.46,57.37,60.36,58.83,61.0
logreg,cancer_stage,correlation,10,average_mean_absolute_distance_results,26.98,16.6,14.79,24.59,85.53
logreg,early_vs_late_stage,correlation,10,average_mean_absolute_distance_results,50.77,46.7,51.25,51.67,53.33
logreg,ptc_vs_mibc,correlation,10,average_mean_absolute_distance_results,56.67,54.73,57.31,55.56,40.0
logreg,cancer_invasion,correlation,20,,76.92,74.58,78.47,75.14,70.0
logreg,cancer_stage,correlation,20,,24.03,22.57,24.69,28.13,86.53
logreg,early_vs_late_stage,correlation,20,,70.77,56.76,56.53,62.33,46.67
logreg,ptc_vs_mibc,correlation,20,,56.75,56.07,57.63,56.73,54.29
logreg,cancer_invasion,correlation,20,average_best_absolute_distance_results,58.46,57.76,60.65,60.08,66.0
logreg,cancer_stage,correlation,20,average_best_absolute_distance_results,27.99,18.79,16.36,24.82,87.85
logreg,early_vs_late_stage,correlation,20,average_best_absolute_distance_results,47.69,44.13,49.87,49.67,53.33
logreg,ptc_vs_mibc,correlation,20,average_best_absolute_distance_results,56.58,56.01,56.9,56.59,54.29
logreg,cancer_invasion,correlation,20,average_generation_absolute_distance_results,60.0,58.55,61.31,59.94,61.0
logreg,cancer_stage,correlation,20,average_generation_absolute_distance_results,26.11,16.11,16.52,24.22,84.57
logreg,early_vs_late_stage,correlation,20,average_generation_absolute_distance_results,60.0,46.22,49.08,53.0,40.0
logreg,ptc_vs_mibc,correlation,20,average_generation_absolute_distance_results,59.17,58.04,62.43,59.94,65.71
logreg,cancer_invasion,correlation,20,average_mean_absolute_distance_results,61.54,60.78,64.76,63.83,71.0
logreg,cancer_stage,correlation,20,average_mean_absolute_distance_results,24.09,14.12,14.17,21.63,86.61
logreg,early_vs_late_stage,correlation,20,average_mean_absolute_distance_results,53.85,49.77,54.71,56.0,60.0
logreg,ptc_vs_mibc,correlation,20,average_mean_absolute_distance_results,52.58,51.67,52.29,52.02,45.71
logreg,cancer_invasion,correlation,30,,76.92,74.58,78.47,75.14,70.0
logreg,cancer_stage,correlation,30,,24.03,22.57,24.69,28.13,86.53
logreg,early_vs_late_stage,correlation,30,,70.77,56.76,56.53,62.33,46.67
logreg,ptc_vs_mibc,correlation,30,,56.75,56.07,57.63,56.73,54.29
logreg,cancer_invasion,correlation,30,average_best_absolute_distance_results,56.92,56.01,60.6,58.97,66.0
logreg,cancer_stage,correlation,30,average_best_absolute_distance_results,20.97,16.0,15.73,25.39,85.96
logreg,early_vs_late_stage,correlation,30,average_best_absolute_distance_results,50.77,45.61,49.56,49.33,46.67
logreg,ptc_vs_mibc,correlation,30,average_best_absolute_distance_results,55.25,54.38,55.06,54.7,48.57
logreg,cancer_invasion,correlation,30,average_generation_absolute_distance_results,56.92,54.88,55.95,55.81,53.0
logreg,cancer_stage,correlation,30,average_generation_absolute_distance_results,32.95,16.77,18.81,21.16,85.57
logreg,early_vs_late_stage,correlation,30,average_generation_absolute_distance_results,47.69,44.29,49.7,49.67,53.33
logreg,ptc_vs_mibc,correlation,30,average_generation_absolute_distance_results,59.25,58.78,60.77,59.98,68.57
logreg,cancer_invasion,correlation,30,average_mean_absolute_distance_results,61.54,60.52,67.56,65.22,76.0
logreg,cancer_stage,correlation,30,average_mean_absolute_distance_results,30.07,19.2,21.03,27.89,85.57
logreg,early_vs_late_stage,correlation,30,average_mean_absolute_distance_results,50.77,46.7,51.25,51.67,53.33
logreg,ptc_vs_mibc,correlation,30,average_mean_absolute_distance_results,54.0,53.42,54.22,53.95,54.29
logreg,cancer_invasion,correlation,40,,76.92,74.58,78.47,75.14,70.0
logreg,cancer_stage,correlation,40,,24.03,22.57,24.69,28.13,86.53
logreg,early_vs_late_stage,correlation,40,,70.77,56.76,56.53,62.33,46.67
logreg,ptc_vs_mibc,correlation,40,,56.75,56.07,57.63,56.73,54.29
logreg,cancer_invasion,correlation,40,average_best_absolute_distance_results,63.08,62.63,66.23,65.83,75.0
logreg,cancer_stage,correlation,40,average_best_absolute_distance_results,22.99,11.88,10.51,16.93,84.09
logreg,early_vs_late_stage,correlation,40,average_best_absolute_distance_results,50.77,46.45,54.54,54.0,60.0
logreg,ptc_vs_mibc,correlation,40,average_best_absolute_distance_results,54.08,51.97,56.87,53.37,42.86
logreg,cancer_invasion,correlation,40,average_generation_absolute_distance_results,63.08,62.09,64.15,63.69,66.0
logreg,cancer_stage,correlation,40,average_generation_absolute_distance_results,26.98,10.74,8.67,17.91,83.48
logreg,early_vs_late_stage,correlation,40,average_generation_absolute_distance_results,60.0,49.67,51.54,55.33,46.67
logreg,ptc_vs_mibc,correlation,40,average_generation_absolute_distance_results,52.5,50.78,53.24,52.28,54.29
logreg,cancer_invasion,correlation,40,average_mean_absolute_distance_results,64.62,63.83,65.07,65.92,71.0
logreg,cancer_stage,correlation,40,average_mean_absolute_distance_results,27.04,18.55,20.82,26.06,85.21
logreg,early_vs_late_stage,correlation,40,average_mean_absolute_distance_results,52.31,49.94,55.44,57.33,66.67
logreg,ptc_vs_mibc,correlation,40,average_mean_absolute_distance_results,54.0,53.59,53.87,53.77,51.43
logreg,cancer_invasion,correlation,50,,76.92,74.58,78.47,75.14,70.0
logreg,cancer_stage,correlation,50,,24.03,22.57,24.69,28.13,86.53
logreg,early_vs_late_stage,correlation,50,,70.77,56.76,56.53,62.33,46.67
logreg,ptc_vs_mibc,correlation,50,,56.75,56.07,57.63,56.73,54.29
logreg,cancer_invasion,correlation,50,average_best_absolute_distance_results,60.0,59.54,63.56,63.47,75.0
logreg,cancer_stage,correlation,50,average_best_absolute_distance_results,26.0,18.5,17.05,27.06,88.24
logreg,early_vs_late_stage,correlation,50,average_best_absolute_distance_results,53.85,46.45,52.65,51.33,46.67
logreg,ptc_vs_mibc,correlation,50,average_best_absolute_distance_results,58.0,54.09,62.79,56.77,37.14
logreg,cancer_invasion,correlation,50,average_generation_absolute_distance_results,60.0,59.17,62.43,61.33,66.0
logreg,cancer_stage,correlation,50,average_generation_absolute_distance_results,26.95,15.01,12.26,22.01,85.7
logreg,early_vs_late_stage,correlation,50,average_generation_absolute_distance_results,46.15,43.91,50.72,51.0,60.0
logreg,ptc_vs_mibc,correlation,50,average_generation_absolute_distance_results,53.92,53.11,54.1,54.17,60.0
logreg,cancer_invasion,correlation,50,average_mean_absolute_distance_results,61.54,59.84,61.17,61.42,62.0
logreg,cancer_stage,correlation,50,average_mean_absolute_distance_results,25.01,16.37,25.81,21.5,84.71
logreg,early_vs_late_stage,correlation,50,average_mean_absolute_distance_results,56.92,42.33,44.48,48.67,33.33
logreg,ptc_vs_mibc,correlation,50,average_mean_absolute_distance_results,56.58,55.67,58.49,57.08,60.0
logreg,cancer_invasion,energy,10,,70.77,67.92,70.23,68.64,62.0
logreg,cancer_stage,energy,10,,22.01,17.21,17.69,19.48,85.11
logreg,early_vs_late_stage,energy,10,,75.38,64.12,64.81,67.67,53.33
logreg,ptc_vs_mibc,energy,10,,55.33,54.29,54.95,54.7,48.57
logreg,cancer_invasion,energy,10,average_best_absolute_distance_results,69.23,68.18,69.9,69.31,70.0
logreg,cancer_stage,energy,10,average_best_absolute_distance_results,24.06,14.23,14.55,21.72,85.17
logreg,early_vs_late_stage,energy,10,average_best_absolute_distance_results,63.08,56.9,59.24,62.0,60.0
logreg,ptc_vs_mibc,energy,10,average_best_absolute_distance_results,51.17,49.08,51.45,50.32,42.86
logreg,cancer_invasion,energy,10,average_generation_absolute_distance_results,67.69,64.36,66.12,64.28,53.0
logreg,cancer_stage,energy,10,average_generation_absolute_distance_results,26.95,16.88,16.75,21.48,84.34
logreg,early_vs_late_stage,energy,10,average_generation_absolute_distance_results,60.0,52.0,58.71,57.67,53.33
logreg,ptc_vs_mibc,energy,10,average_generation_absolute_distance_results,52.67,52.09,53.95,53.69,65.71
logreg,cancer_invasion,energy,10,average_mean_absolute_distance_results,72.31,70.98,71.63,72.17,71.0
logreg,cancer_stage,energy,10,average_mean_absolute_distance_results,20.05,17.09,15.27,26.53,85.77
logreg,early_vs_late_stage,energy,10,average_mean_absolute_distance_results,67.69,64.14,66.27,72.0,80.0
logreg,ptc_vs_mibc,energy,10,average_mean_absolute_distance_results,59.25,50.99,55.06,56.75,25.71
logreg,cancer_invasion,energy,20,,70.77,67.92,70.23,68.64,62.0
logreg,cancer_stage,energy,20,,22.01,17.21,17.69,19.48,85.11
logreg,early_vs_late_stage,energy,20,,75.38,64.12,64.81,67.67,53.33
logreg,ptc_vs_mibc,energy,20,,55.33,54.29,54.95,54.7,48.57
logreg,cancer_invasion,energy,20,average_best_absolute_distance_results,66.15,64.12,66.79,64.81,61.0
logreg,cancer_stage,energy,20,average_best_absolute_distance_results,16.01,14.44,17.88,28.25,91.44
logreg,early_vs_late_stage,energy,20,average_best_absolute_distance_results,61.54,54.4,57.13,58.67,53.33
logreg,ptc_vs_mibc,energy,20,average_best_absolute_distance_results,50.08,49.19,50.95,50.34,54.29
logreg,cancer_invasion,energy,20,average_generation_absolute_distance_results,67.69,64.36,66.12,64.28,53.0
logreg,cancer_stage,energy,20,average_generation_absolute_distance_results,18.92,16.35,20.0,26.3,89.38
logreg,early_vs_late_stage,energy,20,average_generation_absolute_distance_results,66.15,58.11,59.2,61.67,53.33
logreg,ptc_vs_mibc,energy,20,average_generation_absolute_distance_results,44.75,43.95,45.43,45.83,60.0
logreg,cancer_invasion,energy,20,average_mean_absolute_distance_results,69.23,66.99,67.73,67.67,62.0
logreg,cancer_stage,energy,20,average_mean_absolute_distance_results,17.97,14.18,17.94,20.67,87.58
logreg,early_vs_late_stage,energy,20,average_mean_absolute_distance_results,66.15,60.44,61.09,64.0,60.0
logreg,ptc_vs_mibc,energy,20,average_mean_absolute_distance_results,56.5,50.86,62.61,54.64,34.29
logreg,cancer_invasion,energy,30,,70.77,67.92,70.23,68.64,62.0
logreg,cancer_stage,energy,30,,22.01,17.21,17.69,19.48,85.11
logreg,early_vs_late_stage,energy,30,,75.38,64.12,64.81,67.67,53.33
logreg,ptc_vs_mibc,energy,30,,55.33,54.29,54.95,54.7,48.57
logreg,cancer_invasion,energy,30,average_best_absolute_distance_results,73.85,71.69,73.56,72.03,66.0
logreg,cancer_stage,energy,30,average_best_absolute_distance_results,18.98,15.42,15.44,27.06,86.42
logreg,early_vs_late_stage,energy,30,average_best_absolute_distance_results,67.69,60.91,61.76,65.0,60.0
logreg,ptc_vs_mibc,energy,30,average_best_absolute_distance_results,61.75,60.38,64.8,61.49,57.14
logreg,cancer_invasion,energy,30,average_generation_absolute_distance_results,75.38,70.17,75.38,69.64,49.0
logreg,cancer_stage,energy,30,average_generation_absolute_distance_results,22.04,17.37,21.39,30.43,90.77
logreg,early_vs_late_stage,energy,30,average_generation_absolute_distance_results,76.92,68.46,69.54,68.67,53.33
logreg,ptc_vs_mibc,energy,30,average_generation_absolute_distance_results,51.42,44.15,50.99,49.21,22.86
logreg,cancer_invasion,energy,30,average_mean_absolute_distance_results,69.23,67.21,68.06,68.17,63.0
logreg,cancer_stage,energy,30,average_mean_absolute_distance_results,17.91,12.99,11.35,20.24,87.81
logreg,early_vs_late_stage,energy,30,average_mean_absolute_distance_results,67.69,61.72,61.93,65.0,60.0
logreg,ptc_vs_mibc,energy,30,average_mean_absolute_distance_results,53.75,53.46,53.75,53.81,54.29
logreg,cancer_invasion,energy,40,,70.77,67.92,70.23,68.64,62.0
logreg,cancer_stage,energy,40,,22.01,17.21,17.69,19.48,85.11
logreg,early_vs_late_stage,energy,40,,75.38,64.12,64.81,67.67,53.33
logreg,ptc_vs_mibc,energy,40,,55.33,54.29,54.95,54.7,48.57
logreg,cancer_invasion,energy,40,average_best_absolute_distance_results,72.31,67.86,69.69,67.89,53.0
logreg,cancer_stage,energy,40,average_best_absolute_distance_results,18.98,14.35,15.93,20.35,84.43
